id_parte,title,categoria,eje,ancho,alto,espesor,diametro,diametro_centrado,taladros,altura_interna,semimetalica,ceramica,low_metal,imagen
M1526,M1526 - Pastillas de Freno Cerámica Delanteras para Toyota,pastilla,DELANTERO,142.5,56,16.4,,,,,false,true,true,M1526.svg
M1527,M1527 - Pastillas de Freno Cerámica Traseras para Toyota,pastilla,TRASERO,121.3,42.7,14.5,,,,,false,true,false,M1527.svg
M1530,M1530 Pastillas de freno low metal delanteras para chevrolet,pastilla,DELANTERO,129.9,60.9,17,,,,,false,false,true,M1530.svg
M1531,M1531 Pastillas de freno traseras para Chevrolet Groove (2021 - actual),pastilla,TRASERO,103.5,42.5,13.9,,,,,false,true,false,M1531.svg
M1535,M1535 Pastillas de Freno Ceramica Delantera Chevrolet Onix (2020),pastilla,DELANTERO,132.1,54 & 52,17,,,,,true,true,true,M1535.svg
M1553,M1553 - Pastillas de Freno Ceramica Traseras Peugeot,pastilla,TRASERO,92.2,46.1,16.5,,,,,false,true,false,M1553.svg
M1566,M1566 - Pastillas de Freno Cerámica Delantera Para Great Wall 2021,pastilla,DELANTERO,158.5,61.1,17,,,,,false,true,false,M1566.svg
M1567,M1567 - Pastillas de Freno Cerámica Trasera Para Great Wall 2021,pastilla,TRASERO,118.8,48.1,14.8,,,,,false,true,false,M1567.svg
M1575,M1575 Pastillas de freno delanteras para Chevrolet Groove (2021 - actual),pastilla,DELANTERO,,,,,,,,false,true,false,M1575.svg
M1586,M1586 Pastillas de Freno Cerámica Delantera Peugeot Citroen Opel DS4,pastilla,DELANTERO,148.4,67,18,,,,,false,true,false,M1586.svg
M1587,M1587 Pastillas de freno delanteras para Nissan Sentra 2.0 (2019 - actual),pastilla,DELANTERO,141.6,55.8,16,,,,,false,true,false,M1587.svg
M1588,M1588 Pastillas de freno traseras para Nissan Sentra (2019 - on) ,pastilla,TRASERO,105.9,51,14.6,,,,,false,true,false,M1588.svg
M162,M162 - Pastillas de Freno Cerámica Delanteras Para Chevrolet,pastilla,DELANTERO,160 & 177.6,62 & 63,17.3,,,,,false,true,false,M162.svg
M1632,M1632 Pastillas De Freno Cerámica Delantera Toyota Corolla Sedan 2022- ON,pastilla,DELANTERO,134.4,59,18.7,,,,,false,true,false,M1632.svg
M1633,M1633 Pastillas De Freno Cerámica Traseras Toyota Corolla 2022 - OM,pastilla,TRASERO,100,50,16,,,,,false,true,false,M1633.svg
M165,M165 - Pastillas de Freno Cerámica Delanteras Para Honda,pastilla,DELANTERO,116,45,15,,,,,true,true,false,M165.svg
M166,M166 - Pastillas de Freno Cerámica Delanteras Para Hyundai  Jac,pastilla,DELANTERO,127.4,49,14.8,,,,,true,true,false,M166.svg
M177,M177 - Pastillas de Freno Cerámica Delanteras Para Honda,pastilla,DELANTERO,131.3,54.6,15,,,,,false,true,false,M177.svg
M178,M178 - Pastillas de Freno Cerámica Delanteras Para Honda,pastilla,DELANTERO,136.6,57.8,17.3,,,,,false,true,true,M178.svg
M182/M462/M1342,M182/M462/M1342 - Pastillas de Freno Cerámica Traseras Para Honda,pastilla,TRASERO,88.8,36.8,13,,,,,false,true,false,M182.svg
M187,M187 - Pastillas de Freno Cerámica Traseras Para Hyundai  Jac  Kia  Nissan,pastilla,TRASERO,85.6,46.4,14,,,,,false,true,false,M187.svg
M193,M193 - Pastillas de Freno Cerámica Delanteras Para Chevrolet  Honda,pastilla,DELANTERO,137.8,58.6,16.5,,,,,false,true,false,M193.svg
M195,M195 - Pastillas de Freno Cerámica Traseras Para Honda  Great Wall 8970352660,pastilla,TRASERO,109.5,42.6,15.8,,,,,false,true,false,M195.svg
M205,M205 - Pastillas de Freno Cerámica Delanteras Kia Frontier antiguo (1997 - 2006),pastilla,DELANTERO,133.1,52.1,15,,,,,false,true,true,M205.svg
M214/M128,M214/M128 - Pastillas de Freno Cerámica Delanteras Para Kia  Ford  Mazda,pastilla,DELANTERO,91.6,64.2,15,,,,,false,true,false,M214.svg
M243,M243 - Pastillas de Freno Cerámica Delanteras Mercedes Benz E200 / E220 / E230 (1995 - 2005) CLK (1998-2004),pastilla,DELANTERO,151.3,60 & 66.2,19.8,,,,,false,true,false,M243.svg
M247,M247 - Pastilla de Freno Cerámica Delanteras Toyota Terios,pastilla,DELANTERO,114,50,15,,,,,true,true,true,M247.svg
M256,M256 - Pastillas de Freno Cerámica Delanteras Mitsubishi  Montero Sport Outlander,pastilla,DELANTERO,149.8,58.6,15.7,,,,,true,true,false,M256.svg
M270,M270 - Pastillas de Freno Cerámica Delanteras para Nissan D510-7389,pastilla,DELANTERO,108.5,48,16.5,,,,,true,true,false,M270.svg
M275,M275 - Pastillas de Freno Cerámica Nissan,pastilla,DELANTERO,160.6,49.6,17,,,,,true,true,false,M275.svg
M276,M276 Pastillas de Freno Cerámica Delanteras Nissan Pathfinder (1999-2002),pastilla,DELANTERO,159,56,16.5,,,,,false,true,false,M276.svg
M284,M284/M1108 - Pastillas de Freno Cerámica Delanteras Nissan  Juke All years,pastilla,DELANTERO,137.2,53.5 & 54.4,17,,,,,false,true,false,M284.svg
M291,M291 - Pastillas de Freno Cerámica Traseras Para Hyundai  Kia,pastilla,TRASERO,61.6,61.2,15.7,,,,,false,true,false,M291.svg
M341,M341 Pastillas de Freno Ceramica Delantera Subaru,pastilla,DELANTERO,137.7,53.8,17.6,,,,,true,true,false,M341.svg
M342,M342 Pastillas de Freno Ceramica Delantera Subaru,pastilla,DELANTERO,138,59.5,17.6,,,,,true,true,false,M342.svg
M343,M343 - Pastillas de Freno Cerámica Delanteras Para Suzuki,pastilla,DELANTERO,110.5,41.5,15.5,,,,,false,true,false,M343.svg
M344,M344 - Pastillas de Freno Cerámica Delanteras para Suzuki oem 55800-60600,pastilla,DELANTERO,109.3,44,14,,,,,false,true,false,M344.svg
M35,M35 - Pastillas de Freno Cerámica Delanteras Para Chevrolet,pastilla,DELANTERO,127.3,49.3,16.5,,,,,false,true,false,M35.svg
M350,M350 - Pastillas de Freno Cerámica Delanteras para Suzuki,pastilla,DELANTERO,111.4,48.5,15,,,,,false,true,false,M350.svg
M357,M357 - Pastillas de Freno Cerámica Delanteras Toyota Tercel,pastilla,DELANTERO,119.7,47.5,15,,,,,true,true,false,M357.svg
M362,M362 - Pastillas de Freno Cerámica Delanteras Toyota 4  Runner - Prado 2ptas,pastilla,DELANTERO,119.2,68,15,,,,,false,true,true,M362.svg
M367,M367 - Pastillas de Freno Cerámica Delanterass Toyota Starlet (1976 - 2022),pastilla,DELANTERO,131.9 & 97.5,44 & 49,13.5,,,,,false,true,false,M367.svg
M402,M402 - Pastillas de Freno Cerámica Delanteras/Traseras Para Chevrolet / Hummer,pastilla,DELANTERO,177,61,19.5,,,,,false,true,false,M402.svg
M404,M404 - Pastillas de Freno Cerámica Delanteras Para Chevrolet,pastilla,DELANTERO,216,66,19,,,,,false,true,false,M404.svg
M418,M418 - Pastillas de Freno Cerámica Delanteras Toyota  Yaris Vitz (2000-2005),pastilla,DELANTERO,112,46.3,16.5,,,,,true,true,true,M418.svg
M426,M426 - Pastillas de Freno Cerámica Delanteras Para Hyundai  Kia,pastilla,DELANTERO,154.2,56.2,16.2,,,,,true,true,true,M426.svg
M435,M435 - Pastillas de Freno Cerámica Suzuki Celerio S-presso,pastilla,DELANTERO,108.4,45.5,15,,,,,true,true,true,M435.svg
M437,M437 Pastillas de Freno Ceramica Trasera Subaru,pastilla,TRASERO,108.2,41.7,14.5,,,,,true,true,false,M437.svg
M439,M439 - Pastillas de Freno Cerámica Delanteras Toyota  Hilux (2006-2008),pastilla,DELANTERO,119.3,68.1,17,,,,,true,true,false,M439.svg
M440,M440 - Pastilla de Freno Cerámica Traseras Toyota 4Runner,pastilla,TRASERO,115.9,43.9,15,,,,,true,true,true,M440.svg
M449,M449 - Pastillas de Freno Ceramica Delanteras Audi,pastilla,DELANTERO,144.9,67,18.8,,,,,false,true,false,M449.svg
M463,M463 - Pastillas de Freno Ceramica Delanteras Peugeot,pastilla,DELANTERO,129.8,58.9,18.4,,,,,false,true,false,M463.svg
M467,M467 - Pastillas de Freno Cerámica Delanterass para Peugeot,pastilla,DELANTERO,131,47.2,17.3,,,,,true,true,false,M467.svg
M470,M470 - Pastillas de Freno Cerámica Delanteras Para Hyundai  Starex 25 ( 1997 ),pastilla,DELANTERO,147,53.5,15.5,,,,,false,true,false,M470.svg
M471/M1201,M471 M1201 - Pastillas de Freno Cerámica Delanteras Chevrolet Aveo y Spark GT Ceramica,pastilla,DELANTERO,133.2,48.9,17.8,,,,,true,true,false,M471.svg
M474/M186,M474/M186 - Pastillas de Freno Cerámica Delanteras Para Hyundai  Kia  Jac  Nissan,pastilla,DELANTERO,137,54,17,,,,,true,true,false,M474.svg
M476,M476 - Pastillas de Freno Cerámica Delanteras Hyundai,pastilla,DELANTERO,149.1,58.1,17,,,,,true,true,true,M476.svg
M479,M479 - Pastillas de Freno Cerámica Delanteras Mitsubishi,pastilla,DELANTERO,151.3,48.8,17.5,,,,,false,true,false,M479.svg
M481/M981,M481/M981 - Pastillas de Freno Cerámica Delanteras para Fiat Volkswagen GDB958,pastilla,DELANTERO,151.4,49,18,,,,,true,true,false,M481.svg
M485,M485 - Pastillas de Freno Cerámica Delanteras para Peugeot,pastilla,DELANTERO,131,47.3,18,,,,,true,true,false,M485.svg
M489,M489 - Pastillas de Freno Cerámica Delanteras Peugeot D1570,pastilla,DELANTERO,137,52,19,,,,,true,true,false,M489.svg
M491,M491 - Pastillas de Freno Cerámica Delanteras para Geely Citroen Peugeot ZNA,pastilla,DELANTERO,136.9,56,19,,,,,true,true,false,M491.svg
M498/M490,M498/M490 - Pastillas de Freno Cerámica Delanteras para Peugeot Volkswagen GDB1463,pastilla,DELANTERO / TRASERO,137,51,19,,,,,true,true,true,M498.svg
M504,M504 - Pastillas de Freno Ceramica Delanteras Mercedes Benz - Wolkswagen,pastilla,DELANTERO,163.3,67.1,20.9,,,,,false,true,false,M504.svg
M513,M513 - Pastillas de Freno Ceramica Delanteras Dodge Chrysler,pastilla,DELANTERO,146.5,59.6,18.2,,,,,false,true,false,M513.svg
M519,M519 - Pastillas de Freno Ceramica Delanteras Dodge Chrysler,pastilla,DELANTERO,188.5,56.5,16.5,,,,,false,true,false,M519.svg
M523,M523 - Pastillas de Freno Ceramica Traseras Dodge Chrysler,pastilla,TRASERO,166.4,49.5,16.8,,,,,false,true,false,M523.svg
M534,M534 - Pastillas de Freno Cerámica Delanteras Para Kia  Mazda,pastilla,DELANTERO,131.7,51.6,15.7,,,,,false,true,false,M534.svg
M537,M537 Pastillas de Freno Ceramica Trasera Mazda 6 (2006-2013),pastilla,TRASERO,107.8,39.4,13.1,,,,,true,true,false,M537.svg
M542/M299,M542/M299 - Pastillas de Freno Cerámica Traseras para Citroen Volkswagen  Peugeot Renault Skoda Audi Brillance,pastilla,TRASERO,87,53,17,,,,,false,true,true,M542.svg
M543/M65,M543/M65 - Pastillas de Freno Cerámica 7711130071,pastilla,DELANTERO,100.1,64.8,18.2,,,,,false,true,false,M543.svg
M577,M577 - Pastillas de Freno Cerámica Delanteras Para Chevrolet,pastilla,DELANTERO,148,61.5,18,,,,,false,true,false,M577.svg
M578,M578 - Pastillas de Freno Cerámica Traseras Para Chevrolet,pastilla,TRASERO,107.8,41,15,,,,,false,true,false,M578.svg
M580,M580 - Pastillas de Freno Cerámica Delanteras Para Chevrolet,pastilla,DELANTERO,176.8,62.6,16.8,,,,,false,true,false,M580.svg
M581,M581 - Pastillas de Freno Cerámica Traseras Para Chevrolet,pastilla,TRASERO,137.7,47,18.2,,,,,false,true,false,M581.svg
M583,M583 - Pastillas de Freno Cerámica Delanteras para Fiat,pastilla,DELANTERO,151.3,52.5,18,,,,,true,true,false,M583.svg
M592,M592 - Pastillas de Freno Cerámica Delanteras Nissan  New Murano Terrano,pastilla,DELANTERO,164.2,56.7,16.2,,,,,true,true,true,M592.svg
M598/M1032,M598/M1032 - Pastillas de Freno Cerámica Traseras Nissan Qashqai X-Trail Juke Pathfinder,pastilla,TRASERO,105.5,38,14,,,,,true,true,true,M598.svg
M609,M609 Pastillas de Freno Semi Metalica Delantera Mahindra Scorpio,pastilla,DELANTERO,144,62.4,18,,,,,true,false,false,M609.svg
M626,M626 - Pastillas de Freno Cerámica Delanteras Para Honda,pastilla,DELANTERO,141.9,56.7,16.9,,,,,false,true,false,M626.svg
M629,M629 - Pastillas de Freno Cerámica Delanteras Para Honda,pastilla,DELANTERO,139.2,56.5,17,,,,,false,true,false,M629.svg
M630/M183,M630/M183 - Pastillas de Freno Cerámica Traseras Para Honda  Great Wall  Suzuki,pastilla,TRASERO,89,47.5,14.6,,,,,true,true,false,M630.svg
M631,M631 - Pastillas de Freno Cerámica Traseras Para Honda,pastilla,TRASERO,89,47.5,14.6,,,,,false,true,false,M631.svg
M633/M477,M633/M477 - Pastillas de Freno Cerámica Traseras Para Hyundai  Kia,pastilla,TRASERO,98.8,41,15,,,,,true,true,false,M633.svg
M634,M634 - Pastillas de Freno Cerámica Delanteras Para Huyndai  Kia  Jac,pastilla,DELANTERO,137.1,63.4,16.8,,,,,true,true,false,M634.svg
M648,M648 - Pastillas de Freno Cerámica Delanteras Kia  Cerato K3 (2010-2014),pastilla,DELANTERO,130,58,16.3,,,,,true,true,false,M648.svg
M652,M652 - Pastillas de Freno Cerámica Traseras para Mitsubishi Peugeot,pastilla,TRASERO,111.3 & 91,44.9,15.5,,,,,true,true,false,M652.svg
M669,M669 - Pastillas de Freno Cerámica Subaru Forester / Impreza /Outback / XV,pastilla,DELANTERO,137.3,56.8,16.4,,,,,true,true,false,M669.svg
M670,M670 - Pastillas de Freno Cerámica Traseras Para Subaru,pastilla,TRASERO,108.6,39.2,13.8,,,,,false,true,false,M670.svg
M672/M271,M672/M271 - Pastillas de Freno Cerámica Delanteras Suzuki Baleno (2002-2004) / Nissan sentra (1996 - 2002),pastilla,DELANTERO,108.5,48.5,15.8,,,,,false,true,false,M672.svg
M673,M673 - Pastillas de Freno Cerámica Delanteras Para Suzuki,pastilla,DELANTERO,106.4,49.9,15,,,,,true,true,false,M673.svg
M674,M674 - Pastillas de Freno Cerámica Delanteras Suzuki,pastilla,DELANTERO,116.6,56.1,15.6,,,,,false,true,false,M674.svg
M675,M675 - Pastillas de Frenos Ceramica Delantera Toyota  Corolla (1998 - 2001),pastilla,DELANTERO,116.9,55,16.5,,,,,true,true,false,M675.svg
M677,M677 Pastillas de Freno Ceramica Delantera Great Wall M4 / Florid (2013-2020),pastilla,DELANTERO,116.4,51.3,15.5,,,,,true,true,false,M677.svg
M682,M682 - Pastillas de Freno Cerámica Traseras Toyota - Chery,pastilla,TRASERO,92.7,37.6,15.8,,,,,false,true,false,M682.svg
M684,M684 - Pastillas de Freno Cerámica Delanteras Toyota  Corolla (2003-2007),pastilla,DELANTERO,131.5,57.4,18,,,,,true,true,true,M684.svg
M686,M686 - Pastillas de Freno Cerámica Delanteras Chery  Tiggo 3 - Toyota Rav4,pastilla,DELANTERO,123,60.3,17.5,,,,,false,true,false,M686.svg
M687,M687 - Pastillas de Freno Cerámica Traseras Chery  Tiggo 03 - Toyota Rav4 oem 04466-42050,pastilla,TRASERO,78.5,54.1,14,,,,,false,true,false,M687.svg
M690,M690 - Pastilla de Freno Cerámica Delanteras Toyota Hilux,pastilla,DELANTERO,134.5,77.1,17.8,,,,,true,true,true,M690.svg
M697,M697 - Pastillas de Freno Cerámica Delanteras para Audi  Brillance  Volkswagen MG 1J0698151A,pastilla,DELANTERO,146,54.7,19.7,,,,,true,true,false,M697.svg
M698,M698 - Pastillas de Freno Cerámica 1J0698151F/1K0698151D,pastilla,DELANTERO,146,54.7,19.5,,,,,true,true,false,M698.svg
M703,M703 - Pastillas de Freno Cerámica Traseras Volvo,pastilla,TRASERO,123.8 & 122.6,53.8,17,,,,,false,true,false,M703.svg
M717,M717 - Pastillas de Freno Cerámica Delanteras Mitsubishi  Lancer New Outlander,pastilla,DELANTERO,144.8,55,15.4,,,,,true,true,false,M717.svg
M724,M724 - Pastillas de Freno Ceramica Delanteras Daihatsu - Mitsubishi,pastilla,DELANTERO,122.1 & 92.2,44.2,14.4,,,,,false,true,false,M724.svg
M745,M745 - Pastillas de Freno Cerámica Traseras Toyota  Corolla (2003-2007),pastilla,TRASERO,95.7,38,15.8,,,,,true,true,false,M745.svg
M746,M746 - Pastillas de Freno Cerámica Delanteras Para Chevrolet,pastilla,DELANTERO,143.1,51.3,16.9,,,,,false,true,true,M746.svg
M753/M872,M753/M872 - Pastillas de Freno Cerámica Delanteras Para Ford  Honda,pastilla,DELANTERO,150.1 & 151.3,61 & 58.2,18.8,,,,,false,true,false,M753.svg
M754,M754 - Pastillas de Freno Ceramica Delanteras Citroen,pastilla,DELANTERO,129,61.1 & 53.1,18.5,,,,,false,true,false,M754.svg
M758,M758 - Pastillas de Freno Cerámica Delanteras Para Kia,pastilla,DELANTERO,155.1,60,17.3,,,,,false,true,false,M758.svg
M759/M656,M759/M656 - Pastillas de Freno Cerámica Delanteras Para Chevrolet,pastilla,DELANTERO,156,76 & 71,20,,,,,true,true,false,M759.svg
M765,M765 - Pastillas de Freno Ceramica Traseras Peugeot - Citroen,pastilla,TRASERO,86.2,57,17.8,,,,,false,true,false,M765.svg
M767,M767 - Pastillas de Freno Cerámica Delanteras Ford  Focus - Mazda Mazda 3  - Volvo V50,pastilla,DELANTERO,155.3 & 156.5,62.4 & 67,18.2,,,,,true,true,true,M767.svg
M77,M77 - Pastillas de Freno Cerámica Delanteras Para Chevrolet,pastilla,DELANTERO,127.2,47.9,16.5,,,,,false,true,true,M77.svg
M776,M776 - Pastillas de Freno Cerámica Delanteras Hyundai  i10 - Kia Morning,pastilla,DELANTERO,116.1,47.3,16.5,,,,,true,true,true,M776.svg
M777,M777 - Pastillas de Freno Cerámica Delanteras Para Chevrolet Silverado,pastilla,DELANTERO,184.2,63.8 & 60.1,18,,,,,false,true,false,M777.svg
M778,M778 Pastillas de Freno Ceramica Delantera Subaru,pastilla,DELANTERO,137.3,56.8,16.4,,,,,true,true,false,M778.svg
M779,M779 - Pastillas de Freno Cerámica Delanteras para Nissan / Samsung,pastilla,DELANTERO,135,47,15.8,,,,,true,true,false,M779.svg
M780,M780 - Pastillas de Freno Cerámica Delanteras para Hyundai D1520-8729,pastilla,DELANTERO,147,53.5,15.5,,,,,true,true,false,M780.svg
M781,M781 - Pastillas de Freno Cerámica Delanteras Para Chevrolet,pastilla,DELANTERO,167.3,54.3,16.1,,,,,true,true,false,M781.svg
M782,M782 - Pastillas de Freno Cerámica Traseras Para Chevrolet,pastilla,TRASERO,104.6,38.9,14.6,,,,,false,true,false,M782.svg
M785,M785 - Pastillas de Freno Cerámica Delanteras Fiat,pastilla,DELANTERO,151.4,52.5,17.8,,,,,false,true,false,M785.svg
M786/M1216,M786/M1216  -  Pastillas de Freno Cerámica Delanteras Para Ford  Mazda,pastilla,DELANTERO,170.4 & 172.3,67.5,18.3,,,,,false,true,false,M786.svg
M798,M798 - Pastillas de Freno Cerámica Traseras Para Subaru,pastilla,TRASERO,110.6,37.3,14.4,,,,,true,true,true,M798.svg
M799,M799 - Pastillas de Freno Cerámica Delanteras para BYD Citroen Geely JAC Peugeot Toyota,pastilla,DELANTERO,122.9,46.7,17.3,,,,,true,true,false,M799.svg
M800,M800 - Pastillas de Freno Cerámica Delanteras para FAW Suzuki,pastilla,DELANTERO,127,47.1,14.5,,,,,false,true,false,M800.svg
M801,M801 - Pastillas de Freno Cerámica Suzuki Grand Nomade (2005 - 2022) / Grand Viatara,pastilla,DELANTERO,138.2,55,17.1,,,,,false,true,true,M801.svg
M802,M802 - Pastillas de Freno Cerámica Delanteras Nissan  Pathfinder Navara,pastilla,DELANTERO,163.7,54,16,,,,,true,true,true,M802.svg
M804,M804 - Pastillas de Freno Cerámica Delanteras Nissan  Xtrail (2002-2010),pastilla,DELANTERO,159,56,16.5,,,,,false,true,false,M804.svg
M805,M805 - Pastillas de Freno Cerámica Delanteras Toyota,pastilla,DELANTERO,122.7,49.8,17.5,,,,,true,true,true,M805.svg
M811,M811 Pastillas de Freno Ceramica Delantera Subaru Legacy / Forester / Outback / Tribeca,pastilla,DELANTERO,157,63.4,18,,,,,true,true,false,M811.svg
M813,M813 - Pastillas de Freno Cerámica Delanteras Para Suzuki,pastilla,DELANTERO,108.6,45.4,15,,,,,true,true,true,M813.svg
M816,M816 - Pastillas de Freno Cerámica Delanteras Hyundai  Tucson Accent - Kia Sportage,pastilla,DELANTERO,129.6,56,18,,,,,true,true,true,M816.svg
M817,M817 - Pastillas de Freno Cerámica Delanteras para Citroen Peugeot,pastilla,DELANTERO,155.2 & 156.4,66.1 & 71.4,20.3,,,,,true,true,false,M817.svg
M819,M819 - Pastillas de Freno Cerámica Delanteras Mitsubishi  L200 all years,pastilla,DELANTERO,155.5,50.5,16,,,,,true,true,true,M819.svg
M821,M821 - Pastillas de Freno Cerámica Delanteras Nissan Tiida / Versa 2009 - 2012 / Note 1.6,pastilla,DELANTERO,144.3,49.1,14.2,,,,,true,true,true,M821.svg
M822,M822 - Pastillas de Freno Ceramica Delanteras Lexus,pastilla,DELANTERO,154.6,59.3,17.8,,,,,false,true,false,M822.svg
M824/M1265,M824/M1265 - Pastillas de Freno Cerámica Delanteras Para Honda  Great Wall,pastilla,DELANTERO,155,59,18,,,,,false,true,false,M824.svg
M826,M826 - Pastilla de Freno Cerámica Delanteras Toyota Rav4,pastilla,DELANTERO,146.5,57,17.6,,,,,true,true,true,M826.svg
M827,M827 - Pastilla de Freno Cerámica Traseras Toyota Rav4 / New Corolla Cross 2021 - ON OEM 04466-0a010,pastilla,TRASERO,96.5,48.1,15.4,,,,,true,true,true,M827.svg
M828,M828 - Pastilla de Freno Cerámica Delanteras Toyota Corolla,pastilla,DELANTERO,139,56,18,,,,,true,true,true,M828.svg
M829,M829 - Pastillas de Freno Cerámica Delanteras Para Suzuki,pastilla,DELANTERO,136.5,52.6,17.2,,,,,false,true,false,M829.svg
M841,M841 - Pastillas de Freno Cerámica Traseras Ford,pastilla,TRASERO,140.5,49.2,14.6,,,,,false,true,false,M841.svg
M844,M844 - Pastillas de Freno Cerámica  Traseras Para Ford,pastilla,TRASERO,158.7,49.8,18.8,,,,,false,true,false,M844.svg
M863,M863 - Pastillas de Freno Ceramica Delanteras Mercedes Benz,pastilla,DELANTERO,135,66.6,20,,,,,false,true,false,M863.svg
M866,M866 - Pastillas de Freno Cerámica Traseras para Geely Citroen Peugeot,pastilla,TRASERO,94.5,46.8,18,,,,,true,true,false,M866.svg
M868,M868 - Pastillas de Freno Cerámica Traseras Para Chevrolet,pastilla,TRASERO,125,51.1,14.1,,,,,false,true,false,M868.svg
M874,M874 - Pastillas de Freno Ceramica Trasera Toyota,pastilla,TRASERO,101.9,46,16.7,,,,,true,true,false,M874.svg
M876,M876 - Pastillas de Freno Cerámica Trasera Daewoo - SsangYong,pastilla,TRASERO,98.8,43.5,15.5,,,,,false,true,false,M876.svg
M878,M878 - Pastillas de Freno Cerámica Delanteras Hyundai  H1 (2010-2016),pastilla,DELANTERO,164.7,63.4,17.6,,,,,true,true,true,M878.svg
M903,M903 - Pastillas de Freno Cerámica Delanteras para Alfa Romeo Citroen Fiat Peugeot,pastilla,DELANTERO,122.9,53.2,17.8,,,,,true,true,false,M903.svg
M904,M904 - Pastillas de Freno Cerámica Delanteras Fiat - Citroen - Peugeot,pastilla,DELANTERO,169.1,61.6,19,,,,,false,true,false,M904.svg
M906,M906 - Pastillas de Freno Cerámica Delanteras Mazda,pastilla,DELANTERO,138,62,16,,,,,false,true,false,M906.svg
M912,M912 - Pastillas de Freno Cerámica Delanteras Para Chevrolet,pastilla,DELANTERO,178.3,58,17.8,,,,,false,true,false,M912.svg
M913,M913 - Pastillas de Freno Cerámica Traseras Para Honda,pastilla,TRASERO,88.6,47.6,14.9,,,,,false,true,false,M913.svg
M914/M1122,M914 / M1122 - Pastillas de Freno Cerámica Delanteras Hyundai  Santa Fe (2010-2016),pastilla,DELANTERO,156.7,61.2,17.6,,,,,true,true,true,M914.svg
M916,M916 - Pastillas de Freno Cerámica Traseras Mazda 3 año (2004-2013) / Mazda 5 (2005-2016),pastilla,TRASERO,123.2,51.9,16.4,,,,,true,true,false,M916.svg
M917,M917 - Pastillas de Freno Cerámica Delanteras Mazda CX7 (2006 - 2014) / Mitsubishi L200 4x4 (2020 - ON),pastilla,DELANTERO,139.1,58,17.4,,,,,true,true,true,M917.svg
M918,M918 - Pastillas de Freno Cerámica Traseras Para Ford  Mazda,pastilla,TRASERO,110.4,45.9,17.9,,,,,true,true,true,M918.svg
M926,M926 - Pastillas de Freno Cerámica Traseras para BMW,pastilla,TRASERO,123.3,44.9,16.3,,,,,true,true,false,M926.svg
M929M736,M929 M736 - Pastillas de Freno Cerámica Traseras Para Chevrolet  Suzuki,pastilla,TRASERO,110.9,45.7,15.4,,,,,true,true,false,M929.svg
M932,M932 - Pastillas de Freno Cerámica Traseras Dodge Chrysler,pastilla,TRASERO,116.6,45.4,16.6,,,,,false,true,false,M932.svg
M934,M934 - Pastillas de Freno Cerámica Delanteras Para Chevrolet  Suzuki,pastilla,DELANTERO,149.4,62,16.9,,,,,true,true,false,M934.svg
M1029,M1029 - Pastillas de Freno Cerámica Delanteras Nissan  Cima Navara,pastilla,DELANTERO,157.3,58.5,16,,,,,false,true,false,M1029.svg
M937,M937 - Pastillas de Freno Cerámica Traseras Para Hyundai  Kia,pastilla,TRASERO,110.5,47.8,15.5,,,,,false,true,false,M937.svg
M938/M650,M938 / M650 - Pastillas de Freno Cerámica Traseras Para Hyundai,pastilla,TRASERO,118.6,47.1,15.6,,,,,true,true,true,M938.svg
M939,M939 - Pastillas de Freno Cerámica Delanteras Hyundai  Accent   - Kia Rio 2 - Kia Sportage,pastilla,DELANTERO,137.9,60.9,17.5,,,,,true,true,true,M939.svg
M940,M940 - Pastillas de Freno Ceramica Delanteras Mazda,pastilla,DELANTERO,123.1,58,15,,,,,false,true,false,M940.svg
M941/M958,M941 / M958 - Pastillas de Freno Ceramica Delanteras Dodge Chrysler,pastilla,DELANTERO,146.8,63.4,18.8,,,,,false,true,false,M941.svg
