id_parte,title,categoria,eje,ancho,alto,espesor,diametro,diametro_centrado,taladros,altura_interna,semimetalica,ceramica,low_metal,imagen
M950,M950 - Pastillas de Freno Cerámica Delanteras para Peugeot 301,pastilla,DELANTERO,151,61.6,17.8,,,,,true,true,false,M950.svg
M951,M951 - Pastillas de Freno Cerámica Delanteras para Volkswagen Sirocco Audi,pastilla,DELANTERO,155.2 & 156.4,66.1 & 71.4,20.3,,,,,true,true,false,M951.svg
M952,M952 - Pastillas de Freno Cerámica Traseras Para Chevrolet,pastilla,TRASERO,104,39,15,,,,,false,true,false,M952.svg
M953,M953 - Pastilla de Freno Cerámica Delanteras Toyota Corolla,pastilla,DELANTERO,136.7,61.4 & 57.9,19,,,,,false,true,false,M953.svg
M954,M954 - Pastillas de Freno Ceramica Traseras Toyota,pastilla,TRASERO,102.2,45.6,16.3,,,,,false,true,false,M954.svg
M956,M956 / M879 Pastillas de Freno Ceramica Delantera Mazda 6 (2006-2013),pastilla,DELANTERO,136.9,58.9,18.4,,,,,true,true,false,M956.svg
M957,M957 -  Pastillas de Freno Cerámica  Delanteras Para Chevrolet,pastilla,DELANTERO,184.2,63.5 & 59.7,18.3,,,,,false,true,false,M957.svg
M960,M960 - Pastillas de Freno Cerámica  Traseras Para Subaru,pastilla,TRASERO,110.6,39.5,16,,,,,false,true,false,M960.svg
M969,M969 Pastillas de Freno Ceramica Delantera Suzuki Alto,pastilla,DELANTERO,108.5,42,15,,,,,true,true,true,M969.svg
M976,M976 - Pastillas de Freno Cerámica Delanteras Toyota Tundra M976 / SEQUOIA / Landcruiser ( 2007-2014),pastilla,DELANTERO,143.7,83.2,17.9,,,,,false,true,false,M976.svg
M977,M977 - Pastillas de Freno Ceramica Traseras Lexus,pastilla,TRASERO,88.2,58.2,15.5,,,,,false,true,false,M977.svg
M978,M978 - Pastillas de Freno Cerámica Traseras Toyota Tundra / SEQUOIA / Landcruiser (2007-2014),pastilla,TRASERO,116.3,44.9,17.3,,,,,false,true,false,M978.svg
M984,M984 - Pastillas de Freno Cerámica Delanteras Audi Volkswagen,pastilla,DELANTERO,155.3 & 156.5,72.9,20,,,,,true,true,false,M984.svg
M989,M989 - Pastillas de Freno Cerámica Delanteras Para Ford,pastilla,DELANTERO,,,,,,,,false,true,false,M989.svg
M991/M625/M627,M991/M625/M627 - Pastillas de Freno Cerámica Delanteras Para Honda,pastilla,DELANTERO,148.9,58.8,17,,,,,false,true,false,M991.svg
M994/M1350,M994/M1350 - Pastillas de Freno Cerámica Traseras Para Honda,pastilla,TRASERO,93.5,46.6,14.8,,,,,false,true,false,M994.svg
M996,M996 - Pastillas de Freno Cerámica Traseras Para Honda,pastilla,TRASERO,113.3,48.4,15.4,,,,,false,true,false,M996.svg
M998/M1118,M998/M1118 - Pastillas de Freno Cerámica Traseras Kia  Carens - Hyundai Tucson,pastilla,TRASERO,93.2,41.2,15.9,,,,,true,true,true,M998.svg
M486/M57/M63,Pastillas de Freno Cerámica Delantaras para Citroen  Nissan Peugeot Renault Lifan,pastilla,DELANTERO / TRASERO,105.2,54.8,11,,,,,true,false,false,M486.svg
T11-3501080AC,Pastillas de Freno Cerámica Delanteras Chery   Tiggo 7 all years,pastilla,DELANTERO,129.8,69.9,17,,,,,true,true,false,T11-3501080AC.svg
96473229,Balatas / Patines de Freno Chevrolet Aveo Sedan 200*35 (2009-2016),balata,TRASERO,36,,,200,,,,true,false,false,96473229.svg
8979478020,Balatas / Patines de Freno Chevrolet D-Max 300*50 (2015-2022),balata,TRASERO,,,,,,,,true,false,false,8979478020.svg
8980180350,Balatas / Patines de Freno Chevrolet D-Max Antigua 254*49.5 (2004-2014),balata,TRASERO,,,,,,,,true,false,false,8980180350.svg
24545659,Balatas / Patines de Freno Chevrolet N300 y N400 240*40 (2012 - 2022),balata,TRASERO,,,,,,,,true,false,false,24545659.svg
96496764,Balatas / Patines de Freno Chevrolet Optra 167.6*25.9 (2004-2014),balata,TRASERO,,,,,,,,true,false,false,96496764.svg
9041435,Balatas / Patines de Freno Chevrolet Sail 200*35 (2010-2016),balata,TRASERO,,,,,,,,true,false,false,9041435.svg
5830522A01,Balatas / Patines de Freno Hyundai  Accent 180*30 (1994-1999),balata,TRASERO,,,,,,,,true,false,false,5830522A01.svg
583051GA00,Balatas / Patines de Freno Hyundai  Accent 202.8*30 (2006-2010),balata,TRASERO,,,,,,,,true,false,false,583051GA00.svg
58350F2A00,Balatas / Patines de Freno Hyundai  Elantra 203.2*32 (2018),balata,TRASERO,,,,,,,,true,false,false,58350F2A00.svg
583052HA00,Balatas / Patines de Freno Hyundai  Elantra 203.2*37 (2006-2011),balata,TRASERO,,,,,,,,true,false,false,583052HA00.svg
583504HA00,Balatas / Patines de Freno Hyundai  H1 212*39.6 (2007-2015),balata,TRASERO,,,,,,,,true,false,false,583504HA00.svg
583054FA01,Balatas / Patines de Freno Hyundai  Porter 220*55 (2006-ON),balata,TRASERO,,,,,,,,true,false,false,583054FA01.svg
583052WA00,Balatas / Patines de Freno Hyundai  Santa Fe 190*27 (2012-2015),balata,TRASERO,,,,,,,,true,false,false,583052WA00.svg
583052BA00,Balatas / Patines de Freno Hyundai  Santa Fe 190*31.8 (2006-2010),balata,TRASERO,,,,,,,,true,false,false,583052BA00.svg
583052SA00,Balatas / Patines de Freno Hyundai  Tucson 168*26.4 (2009-2013),balata,TRASERO,,,,,,,,true,false,false,583052SA00.svg
58305B4A70,Balatas / Patines de Freno Hyundai  i10 203.2*32 (2013-2017),balata,TRASERO,,,,,,,,true,false,false,58305B4A70.svg
583504EA00,Balatas / Patines de Freno Kia Frontier  220*55,balata,TRASERO,,,,,,,,true,false,false,583504EA00.svg
58350G6A00,Balatas / Patines de Freno Kia Morning 202.4*31.4 (2017 - 2022),balata,TRASERO,,,,,,,,true,false,false,58350G6A00.svg
58350H9A00,Balatas / Patines de Freno Kia Rio 203*32 (2017 - 2022),balata,TRASERO,,,,,,,,true,false,false,58350H9A00.svg
583053XA00,Balatas / Patines de Freno Kia Rio 203.2*32 (2011-2016),balata,TRASERO,,,,,,,,true,false,false,583053XA00.svg
583052SA30,Balatas / Patines de Freno Kia Sportage 188*40 (2010-2013),balata,TRASERO,,,,,,,,true,false,false,583052SA30.svg
58305D3A00,Balatas / Patines de Freno Kia Sportage 190*26 (2018-2022) / Tucson 190*26 (2017 - 2018),balata,TRASERO,,,,,,,,true,false,false,58305D3A00.svg
4600A106,Balatas / Patines de Freno Mitsubishi L200 2009-2018 300*50 / Montero G2 300*50 (2010-2016),balata,TRASERO,,,,,,,,true,false,false,4600A106.svg
4600A350,Balatas / Patines de Freno Mitsubishi Mirage (2012 - ON)  180.4*30,balata,TRASERO,,,,,,,,true,false,false,4600A350.svg
4800A082,Balatas / Patines de Freno Mitsubishi Montero sport 190*45 (2017 - 2022),balata,TRASERO,,,,,,,,true,false,false,4800A082.svg
D4060EB70A,Balatas / Patines de Freno Nissan Navara 295*55 (2009-2015),balata,TRASERO,,,,,,,,true,false,false,D4060EB70A.svg
D40604KH3A,Balatas / Patines de Freno Nissan Np300 Navara 268.6*55 (2016-2022),balata,TRASERO,,,,,,,,true,false,false,D40604KH3A.svg
44060CY025,Balatas / Patines de Freno Nissan Qashqai 169*28 (2010-2014),balata,TRASERO,,,,,,,,true,false,false,44060CY025.svg
D40600W71A,Balatas / Patines de Freno Nissan Terrano 4x2 294*50 (2001-2014),balata,TRASERO,,,,,,,,true,false,false,D40600W71A.svg
D40602S425,Balatas / Patines de Freno Nissan Terrano Dob Cabina 4x4 260*50 (2008),balata,TRASERO,,,,,,,,true,false,false,D40602S425.svg
D40601HL0B,Balatas / Patines de Freno Nissan Versa 203.2*38.4 (2012-2014),balata,TRASERO,,,,,,,,true,false,false,D40601HL0B.svg
44060ED026,Balatas / Patines de Freno Nissan tiida 203.2*30 (2009-2014),balata,TRASERO,,,,,,,,true,false,false,44060ED026.svg
53200-60841,Balatas / Patines de Freno Suzuki Baleno 200*30 (1998-2004),balata,TRASERO,,,,,,,,true,false,false,53200-60841.svg
54693-77K00,Balatas / Patines de Freno Suzuki Grand Nomade 200*37 (2006-2014),balata,TRASERO,,,,,,,,true,false,false,54693-77K00.svg
53200-63J02,Balatas / Patines de Freno Suzuki Swift 1.3 JAPAN 200*30 (2008-2011) / Swift 1.5 - 1.6 200*30 (2010) / Swift 1.5 - 1.6 200*30 (2010),balata,TRASERO,,,,,,,,true,false,false,53200-63J02.svg
53200-68L01,Balatas / Patines de Freno Suzuki Swift 1.4 200*26 (2014),balata,TRASERO,,,,,,,,true,false,false,53200-68L01.svg
044950K120,Balatas / Patines de Freno Toyota Hilux DX 295*52 (2016-2022) / Hilux Vigo 295*52 (2012-2015) / Hilux Vigo 295*52 (2012-2015) / Hilux KUM 295*52 (2009-2011),balata,TRASERO,,,,,,,,true,false,false,044950K120.svg
044950K050,Balatas / Patines de Freno Toyota Hilux Revo 295*52 (2016-2022),balata,TRASERO,,,,,,,,true,false,false,044950K050.svg
449552100,Balatas / Patines de Freno Toyota New Yaris 200*30 (2006-2012),balata,TRASERO,,,,,,,,true,false,false,449552100.svg
449510110,Balatas / Patines de Freno Toyota Tercel 180*25 (1994-1999),balata,TRASERO,,,,,,,,true,false,false,449510110.svg
449552010,Balatas / Patines de Freno Toyota Yaris Echo 180*25 (2000-2005),balata,TRASERO,,,,,,,,true,false,false,449552010.svg
2H0698525,Balatas / Patines de Freno Volkswagen Amarok 295*57 (2010 - 2022),balata,TRASERO,,,,,,,,true,false,false,2H0698525.svg
583501YA00,Balatas / Patines de Freno kia Morning 180*25 (2012-2016),balata,TRASERO,,,,,,,,true,false,false,583501YA00.svg
51712P2000,Disco De Freno Delantero Hyundai new Santa Fe (2024 - actual),disco,DELANTERO,,,25,305,,,,false,false,false,
58411P2000,Disco De Freno Trasero Hyundai new Santa Fe (2024 - actual),disco,TRASERO,,,11,305,,5 / 7,,false,false,false,
23971417,Disco de Freno Delantero Chevrolet Captiva 1.5 (2021 - actual),disco,DELANTERO,,,,,,,,false,false,false,
58411L1100,Disco de trasero Hyundai Tucson (2016 - actual) / Sportage (2015 - actual),disco,TRASERO,,32,10,300,76,5 / 7,,false,false,false,
MD026,MD026 Disco de Freno Delantero Citroen C3 Aircross. C3 Picass. C4 Elysse. Ds3,disco,DELANTERO,,34,22,266,66,4 / 6,,false,false,false,
MD027,MD027 Disco de Freno Delantero Peugeot Partner / Citroen Berlingo,disco,DELANTERO,,34.2,26,283,66,4 / 6,,false,false,false,
MD040,MD040 Disco de Freno Delantero Chevrolet Optra (2004-2014),disco,DELANTERO,,48,24,256,60,4 / 5,,false,false,false,
MD092,MD092 Disco de Freno Delantero Hyundai  Accent (1994-1999),disco,DELANTERO,,40.5,19,242,86,4,,false,false,false,
MD1022,MD1022 Disco de Freno Delantero Kia Morning (2017 - 2022),disco,DELANTERO,,43,20,256,62,4,,false,false,false,
MD1072,MD1072 Disco de Freno Delantero Mazda 3 (2017-2019),disco,DELANTERO,,51.5,25,295,68,5 / 6,,false,false,false,
MD1092,MD1092 Disco de Freno Delantero Mitsubishi Montero sport (2017 - 2022),disco,DELANTERO,,46,28,321,94,6 / 8,,false,false,false,
MD1095,MD1095 Disco de Freno Trasero Mitsubishi Montero sport (2017 - 2022),disco,TRASERO,,84,18,315,94,6 / 9,,false,false,false,
MD128,MD128 Disco de Freno Delantero Mazda 3 / Mazda 5 / Mazda Premacy (2008 - 2012).,disco,DELANTERO,,49,25,278,72,5,,false,false,false,
MD220,MD220 Disco de Freno Delantero Subaru Legacy / XV / Impreza / Forester (2013 - 2022),disco,DELANTERO,,56.7,24,294,58,5 / 7,,false,false,false,
MD228,MD228 Disco de Freno Delantero Suzuki Baleno (1996-2004),disco,DELANTERO,,49.5,20,235,60,4 / 7,,false,false,false,
MD238,MD238 Disco de Freno Delantero Toyota Tercel (1994-1999),disco,DELANTERO,,42.8,18,238,55,4 / 6,,false,false,false,
MD240,MD240 Disco de Freno Delantero Toyota Yaris Echo (2000-2005),disco,DELANTERO,,43.2,18,235,55,4 / 6,,false,false,false,
MD250,MD250 Disco de Freno Delantero Volkswagen Polo (1994-2003),disco,DELANTERO,,33.9,18,238.8,65,4 / 5,,false,false,false,
MD318,MD318 Disco de Freno Delantero Hyundai  Porter (2006-ON),disco,DELANTERO,,5,26,274,87,5,,false,false,false,
MD320,MD320 Disco de Freno Delantero Hyundai  Tucson (2009-2013) / Sonata (2014-ON),disco,DELANTERO,,47.3,26,280,69,5 / 7,,false,false,false,
MD325,MD325 Disco de Freno Delantero Kia Morning (2006-2016),disco,DELANTERO,,48.9,18,241,62.2,4 / 6,,false,false,false,
MD332,MD332 Disco de Freno Delantero Toyota Hilux KUM (2009-2011),disco,DELANTERO,,67.3,25,297,108,7 / 8,,false,false,false,
MD337,MD337 Disco de Freno Delantero Chevrolet D-Max (2004 - 2014),disco,DELANTERO,,40,27,280,88,6,,false,false,false,
MD347,MD347 Disco de Freno Delantero Hyundai  Accent (2006-2010),disco,DELANTERO,,46.8,22,256,62.2,4,,false,false,false,
MD359,MD359 Disco de Freno Delantero Suzuki Swift 1.3 JAPAN (2005-2011),disco,DELANTERO,,40,20,252,60,4 / 8,,false,false,false,
MD398,MD398 Disco de Freno Delantero Nissan Terrano Dob Cabina 4x4 (2008),disco,DELANTERO,,37.2,26,260,81,6,,false,false,false,
MD406,MD406 Disco de Freno Delantero Nissan Pathfiner 3.3 3.5 / Terrano D22 2.5 3.0 3.2 4x4 (1997 - 2015),disco,DELANTERO,,38,28,300,100,6,,false,false,false,
MD410,MD410 Disco de Freno Trasero Kia Sportage (2010-2013),disco,TRASERO,,61.1,10.1,284,76,5 / 8,,false,false,false,
MD414,MD414 Disco de Freno Trasero Mazda 3 (2008 - 2013),disco,TRASERO,,40.8,11,265,72,5,,false,false,false,
MD414,MD414 Disco de Freno Trasero Mazda 3 (2008-2013),disco,TRASERO,,40.8,11,265,72,5,,false,false,false,
MD448,MD448 Disco de Freno Delantero Mitsubishi L200 (2009-2018),disco,DELANTERO,,46.4,28,294,94,6 / 8,,false,false,false,
MD448,MD448 Disco de Freno Delantero Mitsubishi Montero G2 (2010-2016),disco,DELANTERO,,46.4,28,294,94,6 / 8,,false,false,false,
MD451,MD451 Disco de Freno Delantero Nissan Qashqai (2010-2014),disco,DELANTERO,,43.9,26,296,68,5,,false,false,false,
MD455,MD455 Disco de Freno Delantero Toyota New Yaris (2006 - 2022),disco,DELANTERO,,46.3,22,255,55,4 / 6,,false,false,false,
MD458,MD458 M346 Disco de Freno Delantero Toyota 4Runner (2004-2009),disco,DELANTERO,,67.2,28,319,108,6 / 8,,false,false,false,
MD458,MD458 M346 Disco de Freno Delantero Toyota Hilux Revo (2016-2022),disco,DELANTERO,,67.2,28,319,108,6 / 8,,false,false,false,
MD552,MD552 Disco de Freno Delantero Nissan Tiida (2009-2014),disco,DELANTERO,,44,22,260,68,4,,false,false,false,
MD553,MD553 Disco de Freno Delantero Suzuki Grand Nomade Vitara 2.0 (2011),disco,DELANTERO,,49,25,295,62,5 / 7,,false,false,false,
MD569,MD569 Disco de Freno Delantero Hyundai H1 (2007-2015),disco,DELANTERO,,52.8,30,300,96.3,6 / 8,,false,false,false,
MD578,MD578 Disco de Freno Delantero Hyundai  Santa Fe (2006-2010),disco,DELANTERO,,50,28,298,69.1,5 / 7,,false,false,false,
MD580,MD580 Disco de Freno Delantero Volkswagen Amarok (2010 - 2022),disco,DELANTERO,,56.9,28,303,76,5 / 6,,false,false,false,
MD589,MD589 Disco de Freno Delantero Hyundai  Santa Fe (2012-2015),disco,DELANTERO,,49,28,320,69,5 / 7,,false,false,false,
MD590,MD590 Disco de Freno Trasero Toyota 4Runner (2004-2009),disco,TRASERO,,67.8,18,312,106,6 / 14,,false,false,false,
MD601,MD601 Disco de Freno Delantero Chevrolet Sail 1.4 (2010 - 2015),disco,DELANTERO,,41,20,236,59,4 / 8,,false,false,false,
MD605,MD605 Disco de Freno Delantero Nissan Xtrail (2015-2022),disco,DELANTERO,,44,28,320,68,5,,false,false,false,
MD628,MD628 Disco de Freno Trasero Peugeot Partner / Citroen Berlingo,disco,TRASERO,,74,12,268,65 / 30,4,,false,false,false,
MD633,MD633 Disco de Freno Delantero Hyundai  Accent RB (2011-2019),disco,DELANTERO,,43.8,22,256,62.2,4 / 6,,false,false,false,
MD633,MD633 Disco de Freno Delantero Kia Rio (2011-2016),disco,DELANTERO,,43.8,22,256,62.2,4 / 6,,false,false,false,
MD633,MD633 Disco de Freno Delantero Kia Rio (2017 - 2022),disco,DELANTERO,,43.8,22,256,62.2,4 / 6,,false,false,false,
MD639,MD639 Disco de Freno Delantero para Ford Ranger y Mazda BT50,disco,DELANTERO,,61,32,302,98,6 / 9,,false,false,false,
MD645,MD645 Disco de Freno Delantero Hyundai  Elantra (2018),disco,DELANTERO,,44.5,23,280,69,5 / 7,,false,false,false,
MD646,MD646 Disco de Freno Delantero Toyota Corolla (2011-2013) / URBAN CRUISER (2010-2017),disco,DELANTERO,,46.5,22,275,55,5 / 8,,false,false,false,
MD653,MD653 Disco de Freno Delantero Chevrolet N300 (2014 - 2022),disco,DELANTERO,,,,,,,,false,false,false,
MD686,MD686 Disco de Freno Delantero Chevrolet Aveo Sedan (2009-2016),disco,DELANTERO,,35,24,256,59,6,,false,false,false,
MD706,MD706 Disco de Freno Delantero Kia Sportage (2018-2022) / Hyundai  Tucson (2017 - 2018),disco,DELANTERO,,46.8,25,305,69,5 / 7,,false,false,false,
MD713,MD713 Disco de Freno Trasero Nissan Xtrail (2015-2022),disco,TRASERO,,62,16,292,68,5 / 6,,false,false,false,
MD714,MD714 Disco de Freno Trasero Nissan Qashqai (2010-2014),disco,TRASERO,,62.3,9,292,68,5 / 6,,false,false,false,
MD715,MD715 Disco de Freno Delantero Nissan Navara (2009-2015),disco,DELANTERO,,53.1,28,296,68,6,,false,false,false,
MD715,MD715 Disco de Freno Delantero Nissan Np300 Navara (2016-2022),disco,DELANTERO,,53.1,28,296,68,6,,false,false,false,
MD725,MD725 Disco de Freno Trasero Toyota Corolla (2011-2013),disco,TRASERO,,30.7,9,259,55,5 / 7,,false,false,false,
MD727,MD727 Disco de Freno Trasero Hyundai Santa Fe (2012-2015),disco,TRASERO,,71.4,11,302,69,5 / 7,,false,false,false,
MD735,MD735 Disco de Freno Delantero Toyota Hilux DX / Vigo (2012-2015) / Hilux Revo / Prado / 4 Runner (2016-2022),disco,DELANTERO,,67,28,319,108,6 / 8,,false,false,false,
MD748,MD748 Disco de Freno Delantero Chevrolet DMAX (2015 - 2022),disco,DELANTERO,,40,27,300,88,6,,false,false,false,
MD753,MD753 Disco de Freno Delantero para Ford F150,disco,DELANTERO,,,,,,,,false,false,false,
MD754,MD754 Disco de Freno Trasero para Ford F150,disco,TRASERO,,79.9,25,348,90.1,6,,false,false,false,
MD756,MD756 Disco de Freno Delantero Toyota RAV4 (2006-2012),disco,DELANTERO,,46,25,275,62,5 / 7,,false,false,false,
MD762,MD762 Disco de Freno Delantero Toyota RAV4 (2013-2018),disco,DELANTERO,,49.3,28,296,62,5 / 7,,false,false,false,
MD777,MD777 Disco de Freno Trasero Suzuki Grand Nomade (2006-2013),disco,TRASERO,,57,16,308,62,5 / 8,,false,false,false,
MD778,MD778 Disco de Freno Delantero Kia Frontier (2012-2022),disco,DELANTERO,,42,26,278,92,5,,false,false,false,
MD789,MD789 Disco de Freno Delantero Toyota 4Runner (2010-2014),disco,DELANTERO,,68.4,32,338,108,6 / 8,,false,false,false,
MD798,MD798 Disco de Freno Trasero Toyota 4Runner (2010-2014),disco,TRASERO,,67.9,18,312,108,6 / 14,,false,false,false,
MD811,MD811 Disco de Freno Delantero Chevrolet Sail 1.5 (2016 - 2022) ,disco,DELANTERO,,,,,,,,false,false,false,
MD856,MD856 Disco de Freno Trasero Toyota RAV4 (2013 - 2018),disco,TRASERO,,55,12,281,62,5 / 8,,false,false,false,
MD877 / MD752,MD877 / MD752 Disco de Freno Delantero Nissan Versa (2012 - 2018) / March (2012 - ON),disco,DELANTERO,,44,22,260,61,4 / 6,,false,false,false,
MD895,MD895 Disco de Freno Delantero Ford Transit 2.2 (2014 - 2019),disco,DELANTERO,,55.2,33,308,93,5,,false,false,false,
MD901,MD901 Disco de Freno Delantero Mazda CX5 (2012-2022),disco,DELANTERO,,52,28,297,68,5 / 6,,false,false,false,
MD902,MD902 Disco de Freno Trasero Mazda CX5 (2012-2022),disco,TRASERO,,40,10,303,68,5 / 6,,false,false,false,
MD929,MD929 Disco de Freno Delantero Hyundai  Grand I10 (2013-2017),disco,DELANTERO,,48.7,18,252,62.2,4 / 6,,false,false,false,
MD938,MD938 Disco de Freno Delantero Nissan Kicks (2017-2022),disco,DELANTERO,,43.9,22,258,61,4,,false,false,false,
MD938,MD938 Disco de Freno Delantero Nissan Versa (2020 - actual) / Kicks (2017 - actual),disco,DELANTERO,,43.9,22,258,61,4,,false,false,false,
MD949,MD949 Disco de Freno Delantero Mitsubishi Mirage  ,disco,DELANTERO,,,,,,,,false,false,false,
MD952,MD952 Disco de Freno Trasero Suzuki Swift 1.5  ,disco,TRASERO,,43.4,9,278,62,5 / 8,,false,false,false,
MD955,MD955 Disco de Freno Delantero Jeep Grand Cherokee 3.6  ,disco,DELANTERO,,54.7,32,350,72,5,,false,false,false,
MD956,MD956 Disco de Freno Trasero Jeep Grand Cherokee 3.6 (2012-2022),disco,TRASERO,,63.5,22,330,72,5,,false,false,false,
MD959,MD959 Disco de Freno Trasero Kia Sportage (2018-ON) / Tucson (2017 - 2018),disco,TRASERO,,55,10,302,76,5 / 8,,false,false,false,
MD960,MD960 Disco de Freno Delantero Hyundai Tucson (2016 - actual) / Sportage (2015 - actual),disco,DELANTERO,,48.2,25,305,69,5 / 7,,false,false,false,
MD960,MD960 Disco de Freno Delantero Kia Sportage (2010-2022),disco,DELANTERO,,47.3,28,300,69,5 / 7,,false,false,false,
MD990,MD990 Disco de Freno Delantero Hyundai  Elantra (2006-2011),disco,DELANTERO,,47,26,275,69,5 / 7,,false,false,false,
MD993,MD993 Disco de Freno Delantero Nissan Qashqai (2015-2017),disco,DELANTERO,,44,26,296,68,5 / 7,,false,false,false,
MD994,MD994 Disco de Freno Trasero Nissan Qashqai (2015-2017),disco,TRASERO,,47,13,290,68,5 / 7,,false,false,false,
MT000,MT000 Tambor de Freno Trasero Suzuki  Swift 1.3 (2009-2011),tambor,TRASERO,,81.5,,238,57.9,4 / 6,40.5,false,false,false,
MT014,MT014 Tambor de Freno Trasero Nissan Terrano Dob Cabina 4x4 (2008),tambor,TRASERO,,73,,300,100.6,6 / 8,63.5,false,false,false,
MT064,MT064 Tambor de Freno Trasero Suzuki Baleno (1996-2004),tambor,TRASERO,,56,,244.6,58,4 / 7,40,false,false,false,
MT068,MT068 Tambor de Freno Trasero Toyota Tercel (1994-1999),tambor,TRASERO,,80.6,,207,39.8,4,34.5,false,false,false,
MT098,MT098 Tambor de Freno Trasero Toyota Yaris Echo (2000-2005),tambor,TRASERO,,48.5,,180,55.1,4 / 6,38,false,false,false,
MT102,MT102 Tambor de Freno Trasero Nissan Terrano 4x2 (2001-2014),tambor,TRASERO,,88.5,,336.5,100.5,6 / 9,69,false,false,false,
MT105,MT105 Tambor de Freno trasero para Chevrolet Colorado y DMAX,tambor,TRASERO,,80.5,,337,101,6 / 8,66,false,false,false,
MT114,MT114 Tambor de Freno Trasero Mitsubishi L200 (2009-2018),tambor,TRASERO,,91.4,,343,94,6 / 8,73.2,false,false,false,
MT114,MT114 Tambor de Freno Trasero Mitsubishi Montero G2 (2010-2016),tambor,TRASERO,,91.4,,343,94,6 / 8,73.2,false,false,false,
MT115,MT115 Tambor de Freno Trasero Toyota Hilux DX (2016-ON) / Hilux Vigo (2012-2015) / Hilux Vigo (2012-2015),tambor,TRASERO,,76.1,,344.5,108,6 / 14,67,false,false,false,
MT115,MT115 Tambor de Freno Trasero Toyota Hilux Revo (2016-2022),tambor,TRASERO,,76.1,,344.5,108,6 / 14,67,false,false,false,
MT126,MT126 Tambor de Freno Trasero Nissan tiida (2009-2014),tambor,TRASERO,,66,,239,68,4 / 6,42.2,false,false,false,
MT128,MT128 Tambor de Freno Trasero Hyundai  i10 (2013-2017) / Hyundai  Accent (2006-2010),tambor,TRASERO,,57.6,,243,62.5,4 / 6,40.6,false,false,false,
MT142,MT142 Tambor de Freno Trasero Kia Morning (2012-2016),tambor,TRASERO,,53.4,,219.5,62.5,4 / 6,35.5,false,false,false,
MT143,MT143 Tambor de Freno Trasero Chevrolet Aveo (2009-2016),tambor,TRASERO,,57,,230,57,4 / 6,40,false,false,false,
MT146,MT146 Tambor de Freno Trasero Nissan Navara (2009-2015),tambor,TRASERO,,89,,336,68,6 / 8,72,false,false,false,
MT148,MT148 Tambor de Freno Trasero Kia Rio (2011-2016),tambor,TRASERO,,53.7,,252.3,62.5,4 / 5,36.7,false,false,false,
MT148,MT148 Tambor de Freno Trasero Kia Rio (2017 - 2022),tambor,TRASERO,,53.7,,252.3,62.5,4 / 5,36.7,false,false,false,
MT150,MT150 Tambor de Freno Trasero Toyota New Yaris (2006-2012) ,tambor,TRASERO,,53,,252,55,4 / 6,44,false,false,false,
MT152,MT152  Tambor de Freno Trasero Chevrolet Sail (2010-2016) SIN ABS,tambor,TRASERO,,,,,,,,false,false,false,
MT162,MT162 Tambor de Freno Trasero Chevrolet DMAX (2004-2014) Versión 4X2,tambor,TRASERO,,70.5,,302,101,6 / 7,60.5,false,false,false,
MT165,MT165 Tambor de Freno Trasero Chevrolet N300 (2012-2022),tambor,TRASERO,,,,,,,,false,false,false,
MT167,MT167 Tambor de Freno Trasero Ford Ranger y Mazda Bt50,tambor,TRASERO,,80.5,,347,93,6 / 8,67.8,false,false,false,
MT172,MT172 Tambor de Freno Trasero Nissan Versa (2012-2014),tambor,TRASERO,,,,,,,,false,false,false,
MT173,MT173 Tambor de Freno Trasero Hyundai  Elantra (2006-2011),tambor,TRASERO,,55.7,,244.5,76,5 / 7,42,false,false,false,
MT175,MT175 Tambor de Freno Trasero Volkswagen Amarok (2010 - 2022),tambor,TRASERO,,96,,335,76,5 / 8,72,false,false,false,
MT189,MT189 Tambor de Freno Trasero Hyundai  Elantra (2011 - 2017),tambor,TRASERO,,53.8,,252.5,76,5 / 7,36,false,false,false,
MT195,MT195 Tambor de Freno Trasero Nissan Kicks (2017-2022),tambor,TRASERO,,,,,,,,false,false,false,
